image,split,source_video,source_frame,detection_index,obb_class,obb_conf,obb_cx,obb_cy,obb_w,obb_h,obb_rotation,crop_width,crop_height
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-3_crop_00063.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1440,3,0,0.933231,144.645,867.322,401.091,112.707,1.171977,497,140
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00064.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1440,4,0,0.910816,307.172,780.073,105.732,377.300,0.514230,131,468
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00065.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1560,0,0,0.957900,507.280,760.603,352.960,102.303,1.134441,438,127
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00066.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1560,1,0,0.951250,424.880,889.953,379.999,104.155,0.988100,471,129
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00067.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1560,2,0,0.941865,516.395,418.929,104.958,378.680,0.585603,130,470
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00068.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1560,3,0,0.940864,145.768,867.686,403.972,112.644,1.168128,501,140
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00069.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1560,4,0,0.908770,307.849,779.058,106.216,378.333,0.502782,132,469
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-3_crop_00070.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1680,0,0,0.956895,508.638,761.282,356.044,102.585,1.136669,441,127
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00071.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1680,1,0,0.952199,425.024,889.942,380.293,104.510,0.990657,472,130
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-3_crop_00072.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1680,2,0,0.940160,516.664,419.313,105.038,379.668,0.584371,130,471
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00073.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1680,3,0,0.925776,146.900,866.997,402.133,113.505,1.170113,499,141
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00074.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1680,4,0,0.913400,307.634,779.607,105.128,375.957,0.493078,130,466
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00075.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1800,0,0,0.958878,427.910,889.888,382.260,103.957,1.003223,474,129
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00076.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1800,1,0,0.950546,511.150,762.594,358.301,104.114,1.126861,444,129
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00077.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1800,2,0,0.942081,179.028,886.066,399.593,108.304,1.010195,495,134
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00078.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1800,3,0,0.939723,516.313,420.311,104.610,378.574,0.580896,130,469
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00079.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1800,4,0,0.841240,288.067,845.750,102.835,225.866,0.472047,128,280
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-3_crop_00080.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1800,5,0,0.483629,317.378,779.533,103.286,363.307,0.395094,128,451
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00081.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1920,0,0,0.942533,439.050,886.191,378.074,107.976,1.067977,469,134
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00082.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1920,1,0,0.938980,516.327,420.954,104.955,378.707,0.580875,130,470
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00083.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1920,2,0,0.935375,194.386,909.292,396.211,110.826,0.807726,491,137
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00084.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1920,3,0,0.931130,516.896,757.876,349.138,102.407,1.117313,433,127
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00085.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,1920,4,0,0.884209,319.977,781.475,98.323,358.486,0.452248,122,445
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00086.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2040,0,0,0.939014,248.351,960.801,396.867,109.180,0.318398,492,135
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00087.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2040,1,0,0.938641,516.424,421.373,105.665,380.043,0.584182,131,471
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00088.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2040,2,0,0.928028,529.238,762.047,345.435,97.305,1.259491,428,121
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00089.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2040,3,0,0.920826,463.033,881.797,379.057,102.555,1.124762,470,127
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00090.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2040,4,0,0.917642,341.689,791.258,107.110,360.158,0.316068,133,447
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00091.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2160,0,0,0.953127,477.829,889.351,374.650,99.299,1.029829,465,123
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00092.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2160,1,0,0.935612,520.307,417.677,104.321,380.806,0.580192,129,472
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-3_crop_00093.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2160,2,0,0.930606,357.144,788.086,102.556,354.182,0.123736,127,439
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-3_crop_00094.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2160,3,0,0.926440,291.573,964.349,405.046,113.252,0.385925,502,140
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-3_crop_00095.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2160,4,0,0.918060,529.706,745.513,343.411,96.449,1.216396,426,120
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00096.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2280,0,0,0.940331,308.166,960.063,397.864,113.662,0.352198,493,141
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00097.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2280,1,0,0.936554,515.886,424.766,107.675,384.520,0.601042,134,477
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-3_crop_00098.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2280,2,0,0.923034,366.472,777.277,101.179,363.809,0.039831,125,451
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00099.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2280,3,0,0.922369,489.679,890.788,360.565,101.189,1.006587,447,125
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00100.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2280,4,0,0.844476,542.531,783.704,340.804,101.758,1.239790,423,126
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00101.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2400,0,0,0.944916,504.492,901.828,345.366,98.675,0.996739,428,122
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00102.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2400,1,0,0.944894,515.034,427.170,105.361,379.740,0.594480,131,471
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00103.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2400,2,0,0.939792,309.603,955.802,398.660,115.472,0.372213,494,143
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00104.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2400,3,0,0.938757,534.920,771.453,344.109,100.249,1.196237,427,124
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-3_crop_00105.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2400,4,0,0.856055,368.258,782.570,362.237,102.875,1.567164,449,128
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-3_crop_00106.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2520,0,0,0.948848,514.429,429.210,104.585,380.735,0.589543,130,472
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00107.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2520,1,0,0.939499,317.846,941.323,381.983,110.777,0.539879,474,137
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-3_crop_00108.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2520,2,0,0.933803,346.793,761.774,369.124,108.452,1.364011,458,134
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-3_crop_00109.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2520,3,0,0.888754,469.007,881.763,361.379,101.184,1.073099,448,125
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00110.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2520,4,0,0.854550,526.210,798.801,317.105,106.295,0.928389,393,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00111.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2640,0,0,0.949804,515.017,432.198,105.070,380.740,0.597029,130,472
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00112.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2640,1,0,0.932738,319.526,763.415,383.180,112.764,1.350703,475,140
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00113.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2640,2,0,0.932648,482.969,916.167,359.387,101.528,0.884551,446,126
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00114.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2640,3,0,0.931347,290.028,943.403,399.861,113.291,0.428993,496,140
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-3_crop_00115.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2640,4,0,0.924737,510.714,772.293,344.229,104.738,0.935249,427,130
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00116.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2760,0,0,0.945567,515.414,435.411,105.816,379.551,0.603114,131,471
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00117.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2760,1,0,0.942297,491.127,763.663,340.502,102.658,1.025660,422,127
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00118.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2760,2,0,0.938039,482.584,917.282,367.289,99.431,0.824348,455,123
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00119.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2760,3,0,0.929746,320.879,776.248,387.034,110.938,1.356744,480,138
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00120.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2760,4,0,0.928493,295.658,952.397,400.983,115.835,0.413355,497,144
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00121.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2880,0,0,0.943791,483.280,907.645,371.198,106.805,0.846801,460,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-3_crop_00122.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2880,1,0,0.936126,513.733,440.746,103.732,382.275,0.609811,129,474
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-3_crop_00123.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2880,2,0,0.924932,522.075,803.258,331.090,101.143,0.976214,411,125
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00124.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2880,3,0,0.923588,326.045,753.867,377.203,110.248,1.385731,468,137
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00125.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,2880,4,0,0.874755,292.962,976.503,115.291,401.111,1.409732,143,497
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00126.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,3000,0,0,0.951835,475.715,921.483,371.308,98.704,0.811983,460,122
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00127.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,3000,1,0,0.940832,522.157,441.074,106.304,378.188,0.604234,132,469
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-3_crop_00128.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,3000,2,0,0.932807,270.194,715.117,389.365,107.622,1.514719,483,133
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00129.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,3000,3,0,0.832250,573.482,855.241,90.232,286.834,0.043086,112,356
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-3_crop_00130.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,3000,4,0,0.830133,317.230,899.804,84.410,219.260,0.804282,105,272
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-3_crop_00131.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,3120,0,0,0.942013,463.507,587.576,109.746,407.549,0.841390,136,505
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-3_crop_00132.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-3.mp4,3120,1,0,0.940266,177.032,869.222,105.856,364.198,0.431195,131,452
